dev_f1,dev_precision,dev_recall,epoch,lr-AdamW/pg1,lr-AdamW/pg10,lr-AdamW/pg11,lr-AdamW/pg12,lr-AdamW/pg13,lr-AdamW/pg14,lr-AdamW/pg15,lr-AdamW/pg16,lr-AdamW/pg17,lr-AdamW/pg18,lr-AdamW/pg19,lr-AdamW/pg2,lr-AdamW/pg20,lr-AdamW/pg21,lr-AdamW/pg22,lr-AdamW/pg23,lr-AdamW/pg24,lr-AdamW/pg25,lr-AdamW/pg26,lr-AdamW/pg27,lr-AdamW/pg28,lr-AdamW/pg3,lr-AdamW/pg4,lr-AdamW/pg5,lr-AdamW/pg6,lr-AdamW/pg7,lr-AdamW/pg8,lr-AdamW/pg9,step,train_loss
,,,,1.1376018126211432e-07,6.372896257812503e-07,9.804455781250004e-07,9.804455781250004e-07,1.5083778125000004e-06,1.5083778125000004e-06,2.3205812500000007e-06,2.3205812500000007e-06,3.570125000000001e-06,3.570125000000001e-06,5.492500000000001e-06,1.1376018126211432e-07,5.492500000000001e-06,8.45e-06,8.45e-06,1.3000000000000003e-05,1.3000000000000003e-05,2e-05,2e-05,2e-05,2e-05,1.7501566348017586e-07,1.7501566348017586e-07,2.6925486689257825e-07,2.6925486689257825e-07,4.142382567578127e-07,4.142382567578127e-07,6.372896257812503e-07,0,
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,95.36582946777344
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4.19045877456665
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2.645928382873535
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2.025531530380249
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1.4586989879608154
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,1.1754496097564697
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0.7360162734985352
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,1.0436586141586304
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0.9193792939186096
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,1.2668163776397705
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0.809734582901001
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,0.6811336278915405
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0.4545794725418091
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,0.3202710449695587
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0.6283372044563293
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0.5864543318748474
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,0.3339237570762634
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0.9365147352218628
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,0.5327832698822021
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.6394170522689819
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,1.017594575881958
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,0.2786612808704376
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,1.8448381423950195
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,0.31156453490257263
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,0.34689366817474365
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,0.16705821454524994
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,0.208485409617424
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,0.5371465086936951
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,0.34779495000839233
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,0.20549321174621582
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,0.546117901802063
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,0.4400313198566437
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,0.7674421668052673
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,0.20629644393920898
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,0.3029967248439789
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,0.4699077010154724
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,0.32072803378105164
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,0.4149385392665863
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,0.8498777151107788
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,0.41621893644332886
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,0.5567922592163086
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,0.3520646095275879
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,0.42337659001350403
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,0.14564311504364014
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,1.0081150531768799
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,0.36246296763420105
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,0.14652852714061737
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,0.9444147348403931
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,0.44649434089660645
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,0.7422817349433899
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,0.24006086587905884
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,1.1870944499969482
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,0.17313486337661743
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,0.12423218041658401
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,0.3487192392349243
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,0.07588522136211395
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,0.2959936559200287
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,1.0287362337112427
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,1.0354427099227905
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,0.44035595655441284
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,0.07964495569467545
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,0.09085647016763687
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,0.06895607709884644
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,0.1666959524154663
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,0.38408806920051575
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,1.4055336713790894
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,0.4543623626232147
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,0.2606348395347595
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,0.2261233925819397
,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,0.32227233052253723
,,,,2.2752036252422864e-07,1.2745792515625007e-06,1.9608911562500008e-06,1.9608911562500008e-06,3.0167556250000008e-06,3.0167556250000008e-06,4.641162500000001e-06,4.641162500000001e-06,7.140250000000002e-06,7.140250000000002e-06,1.0985000000000002e-05,2.2752036252422864e-07,1.0985000000000002e-05,1.69e-05,1.69e-05,2.6000000000000005e-05,2.6000000000000005e-05,4e-05,4e-05,4e-05,4e-05,3.500313269603517e-07,3.500313269603517e-07,5.385097337851565e-07,5.385097337851565e-07,8.284765135156254e-07,8.284765135156254e-07,1.2745792515625007e-06,701,
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,0.1433788239955902
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719,0.3588738441467285
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,0.3779996931552887
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,1.042004942893982
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749,0.10982992500066757
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,0.25223514437675476
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,1.3311882019042969
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,0.3206028938293457
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,0.8854882717132568
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,0.14032815396785736
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,0.9525113105773926
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,0.20028981566429138
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829,0.2760438621044159
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,0.789242684841156
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,0.22777998447418213
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,0.19847828149795532
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,1.2471619844436646
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879,1.2949228286743164
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889,0.610973596572876
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,0.32158976793289185
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,0.8565654754638672
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,0.24309521913528442
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929,0.20170842111110687
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,0.6324478983879089
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949,0.29700762033462524
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,0.06725988537073135
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,0.2379893958568573
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,0.12708689272403717
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,0.5376302003860474
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,0.3002258837223053
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,0.08320728689432144
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,0.7461488842964172
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,0.22613675892353058
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039,0.16831012070178986
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,0.054718729108572006
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,0.13384336233139038
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,0.05913843587040901
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079,0.09206119179725647
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089,0.04439673572778702
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099,0.5703967213630676
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109,0.4032303988933563
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,0.4585980772972107
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,0.08859774470329285
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139,0.25010108947753906
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149,0.1310359388589859
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159,0.08477135747671127
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1169,0.041979338973760605
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179,0.22914592921733856
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189,0.029965411871671677
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199,0.23916050791740417
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,0.3360306918621063
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219,0.13159745931625366
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,0.46880194544792175
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239,0.736096978187561
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249,0.46000272035598755
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259,0.10323759913444519
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269,0.09344080835580826
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,0.2637024521827698
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289,0.8338249325752258
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,0.03961041197180748
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309,0.15143010020256042
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319,0.22811266779899597
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329,0.2031531035900116
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339,0.04627590999007225
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349,0.4079497158527374
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359,0.13415081799030304
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369,0.20489563047885895
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,0.05420271307229996
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389,0.1741817742586136
,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,0.06343930214643478
,,,,3.4128054378634294e-07,1.911868877343751e-06,2.9413367343750007e-06,2.9413367343750007e-06,4.525133437500001e-06,4.525133437500001e-06,6.961743750000001e-06,6.961743750000001e-06,1.0710375000000002e-05,1.0710375000000002e-05,1.6477500000000003e-05,3.4128054378634294e-07,1.6477500000000003e-05,2.5350000000000003e-05,2.5350000000000003e-05,3.9000000000000006e-05,3.9000000000000006e-05,6e-05,6e-05,6e-05,6e-05,5.250469904405275e-07,5.250469904405275e-07,8.077646006777347e-07,8.077646006777347e-07,1.2427147702734379e-06,1.2427147702734379e-06,1.911868877343751e-06,1402,
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409,0.1039348691701889
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419,0.07160390168428421
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429,0.4483855366706848
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439,0.3582642078399658
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449,0.49085748195648193
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459,0.02428383380174637
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469,0.19695571064949036
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479,0.12399820238351822
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,0.024278808385133743
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,0.14469829201698303
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509,0.08628663420677185
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,0.5316888689994812
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,0.02371235191822052
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539,0.03243684023618698
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549,0.3518531620502472
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559,0.10431929677724838
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,0.6204715371131897
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579,0.4625522494316101
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589,0.020525475963950157
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,0.14922747015953064
