epoch,lr-AdamW/pg1,lr-AdamW/pg10,lr-AdamW/pg11,lr-AdamW/pg12,lr-AdamW/pg13,lr-AdamW/pg14,lr-AdamW/pg15,lr-AdamW/pg16,lr-AdamW/pg17,lr-AdamW/pg18,lr-AdamW/pg19,lr-AdamW/pg2,lr-AdamW/pg20,lr-AdamW/pg21,lr-AdamW/pg22,lr-AdamW/pg23,lr-AdamW/pg24,lr-AdamW/pg25,lr-AdamW/pg26,lr-AdamW/pg27,lr-AdamW/pg28,lr-AdamW/pg3,lr-AdamW/pg4,lr-AdamW/pg5,lr-AdamW/pg6,lr-AdamW/pg7,lr-AdamW/pg8,lr-AdamW/pg9,step,train_loss,val_loss
,5.431565334472347e-08,3.0427872046342055e-07,4.6812110840526237e-07,4.6812110840526237e-07,7.201863206234804e-07,7.201863206234804e-07,1.1079789548053546e-06,1.1079789548053546e-06,1.704583007392853e-06,1.704583007392853e-06,2.622435395989005e-06,5.431565334472347e-08,2.622435395989005e-06,4.034515993829238e-06,4.034515993829238e-06,6.206947682814212e-06,6.206947682814212e-06,9.549150281252633e-06,9.549150281252633e-06,9.549150281252633e-06,9.549150281252633e-06,8.356254360726687e-08,8.356254360726687e-08,1.2855775939579518e-07,1.2855775939579518e-07,1.9778116830122336e-07,1.9778116830122336e-07,3.0427872046342055e-07,20746,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20749,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20759,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20769,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20779,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20789,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20799,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20809,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20819,2.9854774902249304e-11,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20829,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20839,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20849,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20859,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20869,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20879,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20889,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20899,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20909,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20919,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20929,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20939,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20949,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20959,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20969,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20979,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20989,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20999,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21009,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21019,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21029,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21039,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21049,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21059,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21069,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21079,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21089,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21099,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21109,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21119,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21129,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21139,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21149,2.9395919726171726e-11,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21159,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21169,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21179,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21189,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21199,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21209,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21219,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21229,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21239,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21249,0.0,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21251,,0.0
,4.321519031092087e-08,2.420934298430496e-07,3.724514305277685e-07,3.724514305277685e-07,5.730022008119516e-07,5.730022008119516e-07,8.815418474030023e-07,8.815418474030023e-07,1.3562182267738498e-06,1.3562182267738498e-06,2.0864895796520763e-06,4.321519031092087e-08,2.0864895796520763e-06,3.2099839686955018e-06,3.2099839686955018e-06,4.938436874916157e-06,4.938436874916157e-06,7.597595192178702e-06,7.597595192178702e-06,7.597595192178702e-06,7.597595192178702e-06,6.648490817064748e-08,6.648490817064748e-08,1.0228447410868844e-07,1.0228447410868844e-07,1.5736072939798221e-07,1.5736072939798221e-07,2.420934298430496e-07,21252,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21259,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21269,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21279,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21289,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21299,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21309,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21319,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21329,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21339,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21349,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21359,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21369,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21379,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21389,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21399,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21409,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21419,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21429,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21439,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21449,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21459,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21469,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21479,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21489,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21499,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21509,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21519,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21529,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21539,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21549,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21559,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21569,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21579,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21589,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21599,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21609,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21619,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21629,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21639,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21649,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21659,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21669,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21679,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21689,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21699,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21709,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21719,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21729,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21739,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21749,0.0,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21757,,0.0
,3.3289757633838177e-08,1.8649071185932243e-07,2.869087874758806e-07,2.869087874758806e-07,4.4139813457827784e-07,4.4139813457827784e-07,6.790740531973505e-07,6.790740531973505e-07,1.0447293126113085e-06,1.0447293126113085e-06,1.607275865555859e-06,3.3289757633838177e-08,1.607275865555859e-06,2.4727321008551675e-06,2.4727321008551675e-06,3.8042032320848733e-06,3.8042032320848733e-06,5.852620357053651e-06,5.852620357053651e-06,5.852620357053651e-06,5.852620357053651e-06,5.121501174436641e-08,5.121501174436641e-08,7.879232576056372e-08,7.879232576056372e-08,1.2121896270855957e-07,1.2121896270855957e-07,1.8649071185932243e-07,21758,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21759,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21769,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21779,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21789,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21799,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21809,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21819,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21829,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21839,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21849,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21859,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21869,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21879,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21889,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21899,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21909,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21919,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21929,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21939,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21949,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21959,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21969,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21979,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21989,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21999,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22009,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22019,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22029,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22039,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22049,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22059,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22069,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22079,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22089,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22099,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22109,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22119,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22129,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22139,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22149,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22159,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22169,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22179,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22189,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22199,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22209,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22219,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22229,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22239,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22249,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22259,0.0,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22263,,0.0
,2.4587711023777133e-08,1.3774145736509018e-07,2.1190993440783103e-07,2.1190993440783103e-07,3.2601528370435543e-07,3.2601528370435543e-07,5.015619749297775e-07,5.015619749297775e-07,7.716338075842731e-07,7.716338075842731e-07,1.1871289347450355e-06,2.4587711023777133e-08,1.1871289347450355e-06,1.8263522073000546e-06,1.8263522073000546e-06,2.8097726266154687e-06,2.8097726266154687e-06,4.322727117869951e-06,4.322727117869951e-06,4.322727117869951e-06,4.322727117869951e-06,3.7827247728887886e-08,3.7827247728887886e-08,5.81957657367506e-08,5.81957657367506e-08,8.953194728730862e-08,8.953194728730862e-08,1.3774145736509018e-07,22264,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22269,0.0,
